,1,2,3,4,5,6,7,8,9,10,11,12
A,1329060,1118210,1584590,1546490,1463110,1749430,1926800,1906000,1947330,3466820,2858760,3018540
B,1058260,1011700,996973,921158,933152,1001760,1026060,989669,950915,2251490,2215060,1913120
C,649475,694888,742691,676487,680274,775777,791066,843359,837497,1449990,1902910,1736590
D,786197,868851,984472,981808,967922,1019210,958122,998409,1032240,1464920,1589190,1631060
E,442301,459390,439411,465882,462851,420453,482081,444793,473645,1012300,999584,1004590
F,234417,237127,233752,227575,228789,256563,201218,171136,194844,248228,263995,253471
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
