,1,2,3,4,5,6,7,8,9,10,11,12
A,2337030,1913870,2216570,2182870,2327570,1862110,1740130,1269520,1390660,896722,1155740,853955
B,2146530,1652600,2212440,1604680,1817680,1750780,1236720,1267560,1205380,828896,843004,674540
C,632951,388878,493393,463361,394658,502879,208340,223623,208347,104665,124706,108866
D,1102270,1036870,1314930,1359670,1185570,1155780,1016010,885029,1123830,573307,621473,731844
E,640730,468800,475258,566764,577453,482571,300223,261145,285692,142491,147931,386997
F,289264,503593,272973,244333,302178,214907,104267,118946,145872,78375,79598.8,186162
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
