,1,2,3,4,5,6,7,8,9,10,11,12
A,5635.25,4982.13,5464.02,5470.18,4978.31,5522.77,5467.96,5522.03,5849.19,14289,13783.4,15315.3
B,4993.86,4820.53,4496.51,4619.82,4637.75,4667.8,5084.94,4871.71,4977.53,12166.1,11563.7,10788.7
C,4745.71,5008.1,4820.03,4983.08,4785.33,4723.65,5134.55,5027.23,5159.14,17171.6,23586.6,21099.3
D,4240.25,4427.37,4577.48,4526.88,4393.44,4599.1,4714.31,4737.33,4908.42,11507.5,11970.8,12993.1
E,4423.79,4368.41,4230.85,4401.42,4228.57,4194.41,4430.06,4507.43,4767.59,8842.18,9123.31,10259.8
F,4233.5,4112.19,4134.83,4206.87,4196.22,4564.71,4401.8,4680.74,4423.61,5125.37,5158.99,5168.36
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
