,1,2,3,4,5,6,7,8,9,10,11,12
A,1386140,1684260,1508990,1551210,1127250,812096,840541,560286,735070,426768,596691,478835
B,4535010,5254110,4169540,3706290,3658350,3370710,3035130,2321970,2397270,2319570,1989080,1781780
C,432341,417017,383725,444763,350186,372152,242775,204626,273151,156453,129597,134576
D,1023440,1255220,1086610,864539,794222,1050360,599374,564057,473239,373828,342367,319813
E,659798,720174,653769,526063,667845,571587,382325,311091,317616,269136,263967,224751
F,165079,119344,124708,113990,120380,111456,69459.2,58192.2,73243.6,51013.4,49792.1,54533.3
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
