,1,2,3,4,5,6,7,8,9,10,11,12
A,1687860,1145580,1856970,1894450,1739470,1875270,2164270,2073220,2237030,3678860,3402690,3488580
B,1572380,1583510,1561560,1457240,1527730,1568570,1571110,1512950,1457420,3104090,2897800,2411580
C,548470,614055,655583,602520,607856,697894,689351,761530,701461,1790430,2072070,1969780
D,790394,929990,1114360,1065500,1090150,1151450,1046500,1078070,1109430,1821100,1955140,1956610
E,396287,431037,419423,446821,468873,417919,470401,432265,449680,1247130,1195640,1197080
F,187009,196991,197496,194097,193302,211189,188048,139538,151330,299373,311920,300546
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
