,1,2,3,4,5,6,7,8,9,10,11,12
A,1858300,2366740,1729560,1485220,1834540,2174020,1909120,1620230,1536920,1628540,1579880,1535890
B,1052840,1243220,1157880,1297040,1183250,1469680,1353660,1387010,1257020,1176000,1167820,920706
C,315680,530114,446334,507674,518343,583987,507745,512607,460403,427604,445932,437516
D,893717,1257210,903292,930172,1050470,1144190,911952,990339,1000300,890722,838405,740108
E,321348,510765,355178,457383,465543,511755,437088,377262,389052,456261,425580,426115
F,269668,350726,292828,335306,319859,301237,280567,277923,227254,200413,204211,212208
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
