,1,2,3,4,5,6,7,8,9,10,11,12
A,6781.9,5221.98,6255.16,6221.62,6547.84,5980.25,6438.96,5376.62,6208.84,5504.75,6152.93,6062.71
B,5372.29,4832.1,5133.96,5199.73,5296.98,5145.45,5066.39,4956.09,4890.76,5092.59,5133.98,5059.14
C,5506.89,4914.63,5149.46,5066.06,5215.58,5101.6,5085.23,4835.97,5137.26,5237.28,5219.56,5108.86
D,5225.83,5176.18,5287.62,5107.29,5388.23,4957.03,5270.24,4926.77,5253.07,5098.2,5092.05,5716.42
E,5359.03,4808.26,5206.38,5243.83,5136.48,4805.68,5067.34,4475.81,4475.28,4753.77,4800.01,4907.53
F,5238.03,5073.89,4843.99,4645.72,4602.19,4538.9,4595.89,4491.21,5202.79,4397.2,4229.89,4633.43
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
