,1,2,3,4,5,6,7,8,9,10,11,12
A,1381950,1555340,1464140,1432480,1137800,901759,913899,639410,822392,566761,695910,647221
B,3300880,3821960,3165440,2745450,2910420,2610490,2447770,2076750,2119720,2075310,1761470,1678240
C,463926,411406,392143,433473,342572,365349,255021,231213,281773,173071,152851,150390
D,1115070,1299470,1092320,943147,799041,1072420,612467,663994,573631,496347,449721,390248
E,652674,653095,660861,551029,642760,612163,403577,363891,383540,307501,298710,270380
F,191232,151212,157245,145689,141791,142302,89749.9,74508.1,91764.5,62969.6,79413.3,62547.9
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
