,1,2,3,4,5,6,7,8,9,10,11,12
A,6265.1,6350.1,6090.32,5882.57,5371.72,5938.4,5823.09,5815.92,6445.66,15811.7,15105.5,16909.2
B,5576.71,6219.22,4999.15,5052.46,5033.64,5033.32,5330.84,5081.24,5213.67,13159.7,12724.3,11769
C,5999.02,5461.3,5322.51,5486.75,5280.42,5298.32,5843.92,5642.44,5977.12,17471.1,24675.7,22098.1
D,5141.7,4768.96,4996.01,4919.29,4779.91,4914.03,4954.6,5001.9,5219.83,12271.8,12916.6,14346.4
E,4890.26,4878.73,4630.38,4787.77,4630.29,4594.61,4756.68,4839.69,5106.63,9248.72,9702.94,11177.3
F,4544.9,4342.42,4400.08,4475.53,4461.45,5035.45,4637.25,4962.88,4677.32,5677.46,5633.34,5666.31
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
