,1,2,3,4,5,6,7,8,9,10,11,12
A,3599310,3871350,2880890,2390580,2905360,3441460,2873290,2468830,2345440,2152990,2254120,1928130
B,3040130,3583520,3223690,3269670,2996360,3899700,3463620,3530340,3001850,2917990,2743520,2429240
C,344457,549545,405119,450049,487348,555904,501094,492228,424904,400549,422930,402237
D,1494190,2273600,1296650,1178070,1348750,1578930,1180720,1336990,1319200,1225420,1097390,932483
E,345517,594524,441826,511977,544401,677194,479167,412561,448678,468935,445244,460351
F,370024,389893,383621,427834,425613,395288,370582,347443,298981,266767,268551,263846
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
