,1,2,3,4,5,6,7,8,9,10,11,12
A,2935440,1567950,2922460,3087200,2702820,3081690,3021090,2884930,3317160,5109010,4923740,4910770
B,4000270,3812980,3199140,3291870,3595340,3617180,3498320,3269170,3107780,8016640,7621350,7202550
C,586277,611186,621794,574845,604959,674969,515688,617713,545726,2601210,2853170,2935010
D,919064,1135130,1378710,1498000,1347220,1444560,1173440,1279300,1377850,2977580,2904970,2981880
E,402687,479988,480609,512657,541181,477702,427335,379355,417956,2070790,2027360,1888740
F,125759,132951,134644,130009,128405,132392,64027.4,24717.1,70487.5,449742,425914,424876
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
