,1,2,3,4,5,6,7,8,9,10,11,12
A,4405450,4671470,3310470,2875170,3454610,4164740,3477060,2943660,2754300,2504230,2502620,2268270
B,4035170,5030800,4271490,4439420,4136770,5802330,4852120,4913390,3998150,3865320,3615500,3302070
C,349286,593165,439441,479394,536316,624164,516187,548815,489413,423741,449756,435412
D,1734240,2688860,1461510,1316420,1569580,1894100,1444260,1500930,1472010,1407770,1176580,1024780
E,362611,629552,495744,548131,626064,759376,515846,445740,521731,497509,471196,457678
F,477036,515515,501431,579668,613280,553188,507381,502539,440148,352840,358211,355944
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
