,1,2,3,4,5,6,7,8,9,10,11,12
A,1108190,1399570,1172000,1168570,822301,556827,591412,392866,486986,265457,371946,320730
B,3768300,4551980,3955320,3318040,3427070,3157810,2691370,2032970,1812050,1606020,1599000,1178690
C,316612,311061,289654,349790,279337,266570,167584,142561,182557,107335,84042.7,96762.2
D,747052,970411,837074,688958,584873,787327,434219,406610,318025,263012,275010,207525
E,484812,540336,474928,371670,476321,416990,254742,203646,215089,182367,181577,159570
F,119142,89033.5,105282,88653,95374.7,87128.4,56420.9,43575.6,57308,38450.3,37072,38870.9
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
