,1,2,3,4,5,6,7,8,9,10,11,12
A,5203.1,4048.76,5034.27,5219.7,5416.2,5074.42,5243.09,4592.22,5300.49,4497.63,5064.45,5036.6
B,4134.65,3881.45,4221.43,4215.49,4495.58,4243.04,4127.9,4193.66,4080.98,4317.01,4337.39,4356.66
C,4145.26,4002.68,4190.42,4236.61,4396.86,4057.71,4318.63,4123.89,4383.97,4464.85,4475.85,4325.05
D,4114.27,3969.01,4253.8,4071.44,4437.53,4187.74,4431.33,4181.28,4533.91,4499.92,4424.48,5075.77
E,3931.76,3792.74,4258.54,4374.93,4435.37,4235.14,4451.49,4046.09,4127.26,4158.62,4256.41,4312.52
F,4150.43,4000.56,4073.2,4044.12,4028.68,4094.21,4185.49,4066.84,4567.93,3979.75,3911.14,4514.95
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
