,1,2,3,4,5,6,7,8,9,10,11,12
A,3370460,2061760,2958860,3083230,3214770,2617790,2100200,1395500,1561120,773811,1084260,746195
B,2996880,2570660,3163860,2820480,3386800,3008450,1881250,1916460,1807200,1212770,1258290,807760
C,428462,399429,421011,357976,437273,397706,181431,169488,164799,79870,91037.7,85155.2
D,1100210,1267700,1726300,1424060,1851350,1687350,1489920,1216280,1562360,630323,712945,853425
E,525831,469707,507110,581600,622876,505151,270726,229040,258885,116690,115894,293151
F,280456,312325,300957,248377,269010,261224,120938,137133,191650,90801.6,89239.3,231228
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
