,1,2,3,4,5,6,7,8,9,10,11,12
A,5112.02,5057.96,4779.57,5085.59,4442.33,4084.4,4399.38,4166.93,4416.87,4135.34,4373.72,4241.77
B,4887.61,4761.94,4428.92,4459.34,4465.8,4532.88,4443.23,4280.67,4370.3,4449.92,4217.3,4196.54
C,4413.83,4245.25,4186.38,4621.76,4165.72,4155.17,4256.64,3988.78,4150.73,4212.12,3972.97,3975.66
D,4298.46,4155.76,4086.23,3998.22,3915.83,4135.96,3925.97,4051.55,3882.75,3985.55,4043.87,3901.63
E,4632.48,4206.97,4405.71,4349.95,4375.35,4177.61,4181.8,4115.65,4423.11,4218.95,4150.66,4105.26
F,4111.67,3896.22,3865.94,3899.97,4025.03,4308.14,3923.6,3996.09,4202.94,3937.04,3983.25,4147.79
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
