,1,2,3,4,5,6,7,8,9,10,11,12
A,1964010,2350500,1796060,1590900,1860330,2241920,1931440,1662890,1582880,1656070,1598920,1425860
B,1175330,1342270,1240870,1418300,1210040,1606900,1464800,1538150,1384710,1289400,1391700,1090560
C,310788,510314,449419,481006,503119,560301,492722,483448,437881,418987,408247,412343
D,865347,1264440,903950,932135,1044240,1154000,932696,999750,1024070,853565,856925,747484
E,322276,500809,356961,453179,455513,539817,449843,395691,384046,469409,424484,425953
F,273907,306188,288350,329714,320937,301477,278461,268637,243818,195422,200580,202261
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
