,1,2,3,4,5,6,7,8,9,10,11,12
A,6008.84,6118.72,5971.87,5702.76,5166.65,5746.96,5649.83,5730.32,6100.81,16023.5,15234,17311.9
B,5329.29,5883.88,4736.21,4839.85,4803.69,4851.18,5135.08,4915.16,5083.61,13141.2,12799,11937.4
C,5811.44,5209.08,5084.74,5267.85,5024.18,4971.95,5544.17,5365.16,5636.18,17787,23935.8,22223.4
D,4958.27,4555.29,4764.5,4692.16,4549.44,4719.2,4762.65,4802.54,4980.11,11944.3,12159.5,13128.9
E,4669.5,4610.45,4386.52,4536.15,4398.6,4368.53,4565.48,4655.21,4875.34,8969.69,9056.18,10440.8
F,4367.09,4178.83,4227.2,4299.55,4290.55,4741.23,4482.24,4758.61,4498.65,5333.57,5349.06,5418.32
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
