,1,2,3,4,5,6,7,8,9,10,11,12
A,8469.24,10254.9,8193.9,6558.07,7228.94,7421.38,6844.78,6300.16,6089.67,6288.52,6610.63,6057.24
B,6578.13,6615.48,6194.62,4944.06,5038.87,5276.25,4804.71,4931.77,5089.18,5188.14,4955.4,4860.02
C,6445.97,6969.06,6077.48,5004.85,5040.67,5321.21,5038.15,4988.04,4745.1,4872.43,4889.74,4898.12
D,6394.54,7096.64,6035.61,4867.95,4850.03,5052.33,4550.34,4595.04,4684.83,4615.27,4664.62,4473.96
E,6779.01,6992.72,5862.14,5159.4,5014.64,5337.18,4768.03,4312.95,4569.98,4849.6,4708.84,4520.88
F,6453.13,6309.47,5382.74,4670.89,4646.72,4558.63,4430.61,4521.86,4544.66,4360.47,4305.01,4389.59
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
