,1,2,3,4,5,6,7,8,9,10,11,12
A,1836170,1196140,1690720,1805160,1905900,1597060,1372720,1103510,1215060,871586,1036170,840671
B,1145190,1057300,1198520,1037260,1221460,1259980,910544,901230,816498,581034,567345,473273
C,392492,358740,397375,352844,390075,421445,210391,217166,221259,104586,129806,112507
D,666459,781677,922696,815695,912783,856965,824773,720369,958750,474009,526114,636423
E,420126,306213,402624,486660,525223,475033,306507,253004,283130,151910,149476,363820
F,197054,237360,214161,175428,221057,182640,85216.8,99321.6,104580,63417.5,64560.9,187533
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
