,1,2,3,4,5,6,7,8,9,10,11,12
A,5649.71,4977.1,5717.82,5520.84,5009.96,5574.55,5534,5586.97,6030.25,15323.8,14717.4,16485.9
B,5042.29,4798.59,4482.66,4642.76,4617.01,4694.56,5073.96,4909.03,5091.85,12970.9,12583.2,12057.7
C,4861.11,4984.02,4770.27,4950.23,4739.56,4717.44,5149.38,5029.74,5261.1,18439.2,23659.5,22829.3
D,4251.84,4412.31,4602.73,4480.47,4365.89,4590.66,4674.9,4727.25,4897.27,11613.6,11747.9,12428
E,4435.19,4346.36,4208.5,4371.62,4229.82,4185.27,4431.04,4498.45,4742.54,8709.99,8918.66,9564.47
F,4208.3,4071.34,4105.27,4185.27,4171.96,4580.07,4389.18,4681.6,4433.29,5154.59,5199.67,5236.03
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
