,1,2,3,4,5,6,7,8,9,10,11,12
A,2361810,2868490,2244200,1874120,2271800,2476900,2156710,1797720,1766330,1733430,1776040,1614240
B,2121380,1987580,2010370,1865520,1735440,2125090,1913220,2130960,1828260,1724550,1601430,1499030
C,438975,520751,510386,452804,471960,533189,458124,468211,414624,387113,402036,398546
D,1681090,1799250,1268120,988301,1108710,1255060,982463,1082150,1073440,899726,900938,797432
E,403958,605704,424333,461251,462121,535000,429437,381126,382951,434164,415222,430493
F,503936,500564,423847,344674,333622,301699,280805,273363,227678,205307,196897,197434
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
