,1,2,3,4,5,6,7,8,9,10,11,12
A,3301430,3479190,2524430,2010570,2426840,2933270,2413350,2239470,2132860,1973570,1949870,1869950
B,2771770,2978310,2700890,2373910,2210100,2781730,2538980,2674610,2428150,2376630,2233590,2034990
C,444282,531311,401996,432344,464650,528632,459344,457540,411461,381753,409784,409614
D,1533230,1877860,1176390,1066660,1184640,1375120,1029050,1154460,1146500,1017600,957599,822168
E,359432,537586,396215,468599,490134,580142,437167,374788,405577,435261,421547,477947
F,422490,412366,321475,341328,336750,313714,306521,291326,236131,230684,213807,214184
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
