,1,2,3,4,5,6,7,8,9,10,11,12
A,3039820,3523150,2370520,2085070,2530310,2951440,2477130,2071950,1985030,1908810,1931560,1709700
B,2486200,2681690,2506720,2467450,2318320,2873430,2571280,2901340,2335930,2346800,2190040,2036510
C,380104,545779,398852,428489,457752,527692,458177,462144,403890,380458,397107,385286
D,1377230,2005230,1162600,1030290,1192350,1398510,1043210,1150840,1119280,1082000,1024130,841067
E,335517,567158,427462,490660,513422,601217,469383,391041,420111,448133,434795,464094
F,318557,335157,347382,367011,389063,348976,317146,310167,256065,224790,228714,228387
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
