,1,2,3,4,5,6,7,8,9,10,11,12
A,7055.49,8859.28,6958.65,5898.35,6518.33,5851.97,5628.46,5089.63,4953.87,5249.49,5008.21,4632.99
B,5099.24,5326.46,5063.36,4749.4,4875.27,5093.38,4681.99,4799.1,4559.78,4471,4568.88,4662.27
C,5030,5803.89,4878.36,4691.43,4804.15,5081.17,4833,4835.62,4594.9,4688.44,4688.43,4703.78
D,5084.41,5727.77,4878.07,4594.49,4689.67,4883.44,4444.65,4527.8,4558.67,4460.68,4392.64,4369.13
E,5523.93,5657.92,4690.41,4786.46,4674.51,4937.83,4413.38,4155.07,4268.61,4609.55,4467.08,4231.87
F,5562.89,5486.55,4600.64,4440.82,4487.33,4460.1,4359.34,4450.12,4472.85,4286.12,4246,4345.54
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
