,1,2,3,4,5,6,7,8,9,10,11,12
A,1612370,2047730,1550940,1314530,1637980,1822280,1682690,1503780,1359240,1606280,1446480,1316350
B,913961,984181,901938,991058,881711,1155940,1000360,1022830,962371,994043,893927,762271
C,403265,564138,497675,536039,536666,619769,551719,520004,466669,451137,435170,439478
D,866927,1241510,865740,845483,958291,1045810,821187,923301,896279,787563,760311,674621
E,392001,549578,401057,456545,452129,509545,433036,371175,378971,444127,421292,434846
F,398565,396937,329469,330929,331896,312896,279114,274884,226946,196745,200480,192164
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
