Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_7-02-18 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5991.95,6096.25,5984.26,5707.38,5157.35,5775.47,5609.06,5669.31,6050.72,15950.4,15168,17197
,B,5323.87,5822.15,4700.25,4830.6,4765.83,4834.16,5113.03,4885.43,5052.88,13094.3,12769.7,12049
,C,5795.66,5191.33,5055.1,5239.59,4973.57,4937.04,5505.34,5315.02,5585.71,17852.8,23710.9,22318.7
,D,4942.08,4536.11,4734.75,4657.29,4506.04,4675.4,4714.97,4765.09,4935.55,11826,11982.2,12832
,E,4643.34,4570.36,4360.92,4503.69,4359.54,4342.02,4522.17,4606.53,4829.12,8886.59,8986.17,10126.1
,F,4345.7,4156.03,4199.69,4269.33,4255.92,4692.85,4444.16,4717.07,4468.35,5290.11,5340.3,5405.83
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1683690,1249970,1847040,1853040,1740120,1903830,2190830,2093940,2255660,3695650,3335120,3793170
,B,1569440,1540890,1517330,1892780,1495730,1533900,1542680,1463990,1427200,2990510,2841530,2474500
,C,554811,610505,663953,601735,615361,692311,699490,749731,714567,1669450,2165220,1960760
,D,790716,925918,1100180,1113180,1090080,1142720,1065710,1082310,1106130,1814550,1958260,1942630
,E,379431,446038,418789,450449,456757,409809,469645,433215,457982,1258850,1186250,1224940
,F,187317,206862,197886,194977,192720,213079,168064,142366,151788,296783,309334,296648
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
