,1,2,3,4,5,6,7,8,9,10,11,12
A,5453.84,6586.86,5086.08,4296.13,4723.31,4905.85,4498.51,4371.42,4116.77,4481.13,4425.33,4107.03
B,4109.41,4401.49,4172.45,4031.08,4133.55,4328.15,3977.66,4076.89,3924.92,3865.94,3856,3823.01
C,4037,4907.01,4137.78,3954.78,4054.19,4280.42,4041.83,4039.66,3865.1,3918.71,3855.45,3780.44
D,4057.06,4852.9,4133.71,3892.08,4067.23,4181.26,3809.16,3895.1,3937.17,3820.61,3692.46,3676.34
E,3988.77,4735.55,4151.84,4080.23,4025.63,4338.81,3870.23,3651.5,3777.13,3917.31,3727.81,3578.18
F,4159.89,4102.87,4158.19,4065.08,4185.41,4177.9,4089.03,4170.36,4186.77,3969.55,3930.11,4027.28
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
