Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_1-25-04 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5001.32,3904.16,4894.12,5089.78,5253.92,4912.08,5046.01,4547.47,5224.88,4336.88,4928.25,4796.97
,B,3980.64,3744.26,4079.53,4093.96,4373.14,4161.5,4074.5,4140.28,4013.59,4260.75,4269.77,4290.27
,C,4017.41,3878.75,4036.19,4122.05,4278.4,3979.63,4225.94,4048.77,4325.13,4391.7,4331.39,4246.13
,D,3991.28,3813.46,4129.75,3948.85,4311.53,4048.2,4304.88,4095.8,4465.93,4294.62,4328.97,4885.56
,E,3813.5,3674.01,4136.33,4245.67,4310.26,4134.59,4340.98,3940.36,4053.07,4066.7,4156.47,4199.27
,F,4067.15,3911.59,3987.2,3969,3966.16,4035.77,4128.31,4010.93,4447.52,3944.07,3887.83,4484.17
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3884720,2315670,3509790,3505040,3794100,3061950,2256520,1404010,1641690,716801,1011180,680828
,B,3694780,3151190,4128660,3742480,4376830,3869230,2224630,2249740,2029110,1297490,1407810,880473
,C,461329,466811,444809,374996,522162,427154,183198,166896,161410,78057.5,87627.9,84613.6
,D,1236060,1447510,1991410,1686910,2269170,1979040,1581340,1305710,1733630,639041,729817,906788
,E,515829,497404,533869,591953,651759,499080,264792,209248,233113,110517,113678,273722
,F,372646,415331,405677,332452,352501,348474,153020,178468,280544,119651,115919,302955
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
