,1,2,3,4,5,6,7,8,9,10,11,12
A,2279200,1285870,2339950,2387220,2188730,2365600,2585290,2381570,2611150,4564950,4376050,4455990
B,3064380,2704010,2418230,2299150,2554300,2655960,2574590,2468380,2385490,5130490,4886600,4377360
C,523548,537396,566164,522627,546869,612002,610232,651120,607699,2269750,2642300,2598740
D,829325,966674,1182710,1156640,1139120,1198430,1087580,1153920,1209420,2478490,2536450,2578140
E,386974,411155,411835,438249,485125,416993,455713,419096,443755,2025510,1617670,1525060
F,138322,146269,146254,142690,141883,149735,113637,90597.7,106741,378960,371503,368241
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
