,1,2,3,4,5,6,7,8,9,10,11,12
A,1034520,1254730,1111730,1042410,887510,802098,738611,548476,646796,494835,618394,600929
B,1345970,1288030,1219270,1199740,1237860,1094280,959503,884426,952978,817546,794855,784323
C,436566,388911,381555,389463,373155,344538,235116,225229,273651,163940,168080,160504
D,924968,1058110,957426,847023,774901,881759,640375,673678,602176,615847,569007,553844
E,518421,511844,518298,469646,536612,482370,333811,290751,319729,249781,226842,223547
F,243550,224778,239277,214551,207541,218622,127695,116012,150489,87010.4,109791,90082
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
