,1,2,3,4,5,6,7,8,9,10,11,12
A,1530610,1149970,1733130,1798250,1665490,1837980,2121280,2013410,2147560,3578660,3132340,3233940
B,1301000,1192360,1215610,1111570,1193760,1223420,1308150,1178950,1154310,2653920,2606060,2163470
C,619428,654579,706104,652232,671658,741775,759116,806546,769018,1597490,2000800,1746200
D,795131,920428,1036970,1024940,1007190,1082490,990016,1046040,1073360,1627490,1768670,1751750
E,416807,443011,429417,463437,462735,415953,469636,461347,464568,1076250,1057520,1016030
F,216122,215623,214289,209319,210254,232432,187839,154011,171453,262476,277135,262770
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
