,1,2,3,4,5,6,7,8,9,10,11,12
A,1176040,1374030,1166260,1165940,982015,804436,694446,533636,637094,448927,547095,496002
B,1586520,1469140,1440600,1265400,1299090,1160180,1034790,959659,1090390,875684,831020,813878
C,460351,386512,375299,385868,364611,334100,235763,221961,244603,158214,160185,152902
D,1027420,1077840,964654,845067,759189,807220,612406,628595,530972,522429,524889,495909
E,536933,529216,541643,462734,532802,470882,310701,293956,317581,246211,234645,217113
F,270370,234657,241909,204850,200635,206614,121170,108617,141104,83099.7,90312.1,84908.1
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
