,1,2,3,4,5,6,7,8,9,10,11,12
A,1712740,1150730,1845290,1921980,1774070,1995770,2216430,2157340,2275870,3770030,3448950,3473700
B,1612170,1700420,1589300,1492520,1592420,1585000,1617210,1544830,1493190,3040340,2925690,2565310
C,543006,608515,654517,612579,609124,684364,695386,759333,700121,1699630,2176040,1982110
D,793488,933827,1114880,1090870,1176340,1207180,1042950,1093000,1101760,1869970,1954870,1967910
E,382711,453976,418392,451136,449917,413639,468681,432327,458446,1245910,1209920,1224050
F,190153,202466,198345,192213,190731,212313,165739,140153,174369,302928,314073,299136
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
