,1,2,3,4,5,6,7,8,9,10,11,12
A,1481590,998168,1431590,1688330,2176450,1490250,1301100,1111610,1187380,907683,992346,856809
B,835587,798142,835963,882159,1081470,946847,669802,692792,623725,423996,423720,379411
C,443437,400334,460015,415380,465146,460005,250466,258164,254688,125577,159675,138673
D,671237,735662,850576,693725,890993,855222,758488,693255,826501,426922,473350,579659
E,433736,355926,439263,510283,535346,506729,320141,271690,304499,166762,173882,401694
F,224747,276296,248946,213250,232823,216729,99132.7,118605,133115,71325.5,77736,187029
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
