,1,2,3,4,5,6,7,8,9,10,11,12
A,3352040,2695770,2974560,2687260,2741400,2351810,1977470,1331020,1528240,830787,1104140,814507
B,3693270,3284510,3583630,2607570,2750400,2735430,1931160,1656780,1659970,1056000,1141200,752444
C,893322,614034,676883,542535,514765,647917,229116,243214,236880,107486,122510,113658
D,1686040,1663650,1937690,1895090,1721890,1689470,1293820,1422010,1319650,615032,680205,811565
E,897184,626490,658634,661394,721184,549112,324477,266905,283242,139943,140986,333006
F,579629,735279,474258,391616,438395,324497,119957,159528,222139,92904.1,91041.8,196016
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
