,1,2,3,4,5,6,7,8,9,10,11,12
A,5328.77,5258.45,5114.46,5376.04,4787.52,4288.89,4652.1,4481,4617.55,4426.35,4732.27,4537.88
B,5149.55,5037.52,4723.51,4786.11,4705.32,4776.36,4643.73,4422.83,4634.1,4708.06,4466.54,4482.16
C,4801.23,4537.62,4396.93,4834.48,4347.25,4362.37,4395.87,4159.23,4240.63,4397.99,4204.58,4137.9
D,4542.64,4399.55,4342.97,4224.27,4076.01,4306.32,4125.89,4235.28,4038.28,4085.56,4170.61,4064.7
E,4963.87,4437.45,4647.27,4549.97,4542.51,4371.78,4359.99,4228.95,4553.78,4345.85,4427.71,4203.21
F,4330.45,4087.58,4001.22,4011.84,4107.48,4392.49,4045.16,4067.08,4325.92,3988.55,4073.11,4132.14
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
