,1,2,3,4,5,6,7,8,9,10,11,12
A,1074610,1225040,1158370,1113330,939933,802432,677765,531155,626876,437373,539883,481706
B,1695840,1754230,1671780,1521700,1586950,1396500,1195750,1096540,1150550,1047770,980854,1007510
C,397377,376945,367467,379179,348444,332001,220296,210171,247884,151994,155452,146028
D,1036350,1056400,937780,825811,762754,885025,560550,610632,519039,487406,451798,437088
E,527177,542001,523102,470690,548333,483833,313831,290003,322365,247043,228207,217009
F,206198,193005,205573,187551,183164,188409,110394,98288.2,127045,77066.7,84833.5,77235
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
